,,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Year,,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Peru,"Tobacco, unmanufactured",8084.0,7526.0,9359.5,8792.0,8878.5,7274.0,7032.5,6523.5,7595.0,7414.0,7103.0,7285.5,8151.0,7450.0,7450.0,7450.0,7450.0,7450.0,7714.0,5587.5,6129.5,8390.5,9439.0,9500.0,10942.5,15222.5,15220.0,15500.0,14949.0,14730.5,15795.5,18684.0,15395.5,17299.5,17245.5,16545.0,12726.0,13552.0,14208.0,14964.5,15903.0,15557.0
Peru,Watermelons,71261.0,70567.0,71330.5,72069.0,72334.0,72208.5,70159.0,71490.0,73051.5,74323.0,79090.5,73929.0,83534.5,82905.5,87282.0,92253.0,87872.5,85732.5,89025.5,86799.5,84192.5,93634.0,87074.5,93003.5,94569.5,98412.0,96420.5,101949.0,97581.0,102436.5,102866.0,108056.5,101182.0,127638.0,128947.5,144229.5,154068.0,137718.0,129435.0,135235.0,132436.0,136178.5
Peru,Wheat,71905.5,72553.0,73533.0,71546.5,71722.5,62573.5,56843.0,53417.5,45761.5,62165.5,53759.0,48921.0,47596.0,46220.0,55178.0,57596.5,64370.5,65556.5,46212.5,55294.5,41899.0,49802.5,57350.0,55775.0,64714.5,61040.5,68771.0,72298.5,79753.0,79158.0,76159.5,75999.0,68356.5,73109.5,78195.0,78543.0,81683.5,86188.5,84254.5,80101.5,83403.0,84311.5
Philippines,"Tobacco, unmanufactured",42640.5,45864.5,47179.0,45732.0,46550.0,41308.0,40726.0,37116.5,33959.0,39763.0,41218.0,39878.5,42000.5,36286.0,37874.5,40365.0,39794.0,37941.0,38065.5,40237.5,53725.0,51193.5,31340.0,33810.0,33100.0,31950.5,30657.5,29116.5,27644.0,26340.0,26499.5,27200.5,24038.0,22414.5,20449.5,19116.0,18409.0,20021.0,21675.0,23089.0,24077.0,25027.0
Philippines,Watermelons,51922.0,52028.0,49928.5,46596.5,45567.5,75006.0,91376.5,114621.0,79075.5,76128.5,91444.5,55665.5,54047.5,116887.5,135631.0,141594.0,130099.0,102067.5,71933.0,74654.5,75311.0,72189.0,70433.5,70981.5,67580.5,66769.5,83567.0,75884.5,75406.5,80820.5,83332.0,89657.5,95515.5,91183.0,88298.5,90611.0,85774.5,80965.0,85582.0,86240.0,87266.5,97486.0
Poland,"Tobacco, unmanufactured",31151.0,32236.0,32347.0,35349.0,40240.5,35411.5,28612.0,30115.5,31283.0,34124.0,34121.5,35700.0,34771.0,36869.5,37618.0,35977.5,31708.0,24239.5,24480.5,24217.0,21243.0,19005.5,21123.5,19989.0,19581.5,18036.0,19410.0,20901.0,17537.5,15785.0,15214.0,15818.5,17049.5,18692.5,17179.0,20020.5,20526.5,20039.0,18923.0,18777.5,19279.5,17822.5
Poland,Wheat,1036417.5,995649.5,1017103.5,935182.0,931774.0,931406.5,942426.5,788051.5,817290.0,723691.0,743502.5,785457.5,870850.0,959409.5,1031025.0,1084919.5,1106731.5,1116996.0,1160114.0,1237712.5,1217866.0,1255074.5,1219432.0,1221400.5,1257501.0,1293578.0,1333781.0,1309005.5,1333682.5,1331191.5,1226357.0,1171046.0,1176776.5,1128819.0,1104086.0,1075681.5,1159333.0,1193962.5,1084256.0,1150024.0,1059319.0,1091117.5
Portugal,"Tobacco, unmanufactured",11700.0,9600.0,10200.0,10871.0,12659.0,13666.5,13426.0,12056.0,11615.5,11626.5,10222.0,10515.5,11000.0,10712.5,11692.5,10775.0,10784.0,12681.0,11986.5,12301.5,10992.5,7450.0,14048.0,13311.5,14706.0,12915.0,14552.0,14314.0,15535.5,15277.5,15685.0,15568.5,15874.5,15484.5,14921.5,15018.5,16005.5,17372.0,16854.5,11621.0,14545.0,13091.5
Portugal,Watermelons,29816.5,30603.5,30468.0,30468.0,31983.0,28953.0,30468.0,31983.0,30468.0,31983.0,29582.0,33483.5,33483.5,33483.5,33483.5,33483.5,33483.5,33558.5,33483.5,33483.5,34672.5,36416.5,38342.0,40404.5,42560.0,44761.5,46961.0,49103.0,51129.5,50604.5,47942.5,50084.5,52555.5,54917.0,57032.0,50175.0,63113.0,57617.5,110276.5,163532.5,169006.0,146504.5
Portugal,Wheat,261722.5,227080.5,238081.5,240780.0,275075.0,135719.5,183303.0,147214.5,183390.0,176393.5,184078.5,171846.0,154620.0,149334.0,166595.0,170391.5,154261.0,171066.5,111452.0,157928.0,146603.5,133525.0,127427.0,136637.0,126964.0,144249.0,79419.0,118133.5,120964.0,95929.5,124295.0,91444.0,101528.5,64676.0,64253.5,36759.5,55653.5,44999.5,36016.0,27249.0,32779.5,34905.5
Puerto Rico,"Tobacco, unmanufactured",9061.5,8784.0,9072.0,10346.5,9169.0,8228.5,8231.0,7791.0,7858.0,7979.5,9677.5,9660.0,8065.0,7941.0,8364.0,12199.0,8737.5,7395.0,5560.0,4449.0,6252.0,6252.0,5001.5,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,5001.0,5054.0,5001.0,5001.0,5001.0,5001.0,5001.0,4974.0,4991.0,5024.0,5018.5,5012.5,5007.0
Puerto Rico,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105560.0,105005.0,96669.5,97566.0,95263.0,93825.5,93461.5,94379.5,96785.0,100885.5,106889.0
Qatar,Watermelons,,,,,,43373.0,46971.0,40110.0,45055.0,59947.0,42556.0,35637.0,61077.5,49079.0,48948.5,48870.5,44987.5,47637.5,45108.5,47622.5,47628.5,47687.5,47680.5,47644.0,47612.0,47663.0,47677.5,47446.5,47550.5,48532.0,47791.5,46799.5,50013.5,50015.0,47936.5,47561.5,47508.0,47540.0,47738.5,46160.5,48064.5,46551.5
Qatar,Wheat,7505.0,8505.0,6674.0,4010.0,4681.5,6449.5,10961.5,10936.5,11786.5,11635.0,16178.5,13419.5,13547.5,11696.5,11845.5,11748.5,11514.5,11689.0,11636.5,11576.5,11578.0,11595.0,11563.5,11516.5,11470.0,11571.0,11506.0,11546.0,11546.0,11672.5,11369.0,11672.5,12226.5,11671.0,10005.0,11601.0,15005.0,11677.0,11258.0,11823.5,11439.0,11335.0
Republic of Korea,"Tobacco, unmanufactured",39042.5,37817.0,35914.5,36620.5,37567.0,42908.5,42634.0,37794.0,33019.5,30993.0,34847.0,31984.0,31539.0,28604.0,29269.5,28699.0,27380.5,28147.5,26848.0,26697.5,28240.5,32749.0,31701.5,29125.0,25168.5,23592.5,23662.0,25591.5,26182.5,23579.0,21821.0,18907.0,19658.0,19388.0,19143.0,18807.5,18972.0,19300.0,19220.5,19120.0,19002.5,18482.5
Republic of Korea,Watermelons,105039.0,94361.5,104421.0,98843.5,111908.5,109652.0,109351.5,129181.5,114485.5,122394.0,121258.0,120194.0,119040.0,122044.0,118074.5,118103.0,131261.0,130987.5,128340.0,134852.5,137493.0,136563.0,141493.0,146492.0,129961.0,145158.5,137138.0,153001.0,166739.0,180995.0,175199.0,178349.0,201016.5,206786.5,199634.5,204458.5,216765.5,214854.5,215203.0,201593.5,219337.0,233480.0
Republic of Korea,Wheat,43242.5,33149.0,28409.0,32943.0,29474.0,21679.5,18991.0,22580.0,30432.5,24351.5,26569.0,34329.5,16649.0,18663.5,15463.0,15735.0,16797.5,15580.5,15266.0,15566.5,16911.5,13829.5,18813.5,23349.0,20990.0,21139.5,18109.5,19116.0,13185.5,15982.0,17038.0,16896.5,18540.5,17226.5,17583.5,20028.0,21594.0,21067.0,21860.5,23264.0,24282.5,16612.5
Republic of Moldova,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,21593.5,23649.5,21511.0,16776.0,14131.5,15514.0,16488.0,15325.0,17144.5,13207.5,11008.5,8929.0,9780.0,9467.0,8678.5,7645.5,8611.0,10034.0,10982.0,8991.0,7276.5,8149.0
Republic of Moldova,Watermelons,,,,,,,,,,,,,,,,,,,,,10404.0,18100.0,16250.0,15325.5,17150.0,28376.5,29584.5,28626.0,23503.5,30678.0,27338.5,46915.5,46083.5,52415.5,58286.5,33593.0,45045.5,50904.5,59127.5,60317.0,43243.5,42208.5
Republic of Moldova,Wheat,,,,,,,,,,,,,,,,,,,,,157266.0,193080.0,161165.0,213196.0,200699.0,221483.0,191729.0,182574.0,196239.5,231977.0,235166.5,115658.0,170894.0,216291.5,160637.0,163706.0,221473.5,185992.5,174116.5,163854.0,164992.0,196824.0
Romania,"Tobacco, unmanufactured",24585.5,29568.0,30299.0,32123.0,32383.5,30108.0,29142.0,26574.5,26077.5,23240.5,22236.5,20869.5,22835.0,21268.0,21829.5,22011.0,22685.0,21197.0,12626.0,11986.0,9095.0,10289.5,11497.5,11752.0,11119.0,13478.5,13245.0,12262.5,10477.5,10092.0,13582.5,9083.5,9322.5,7327.5,6691.0,7829.0,10196.5,9637.0,10462.5,8461.0,5959.0,7865.0
Romania,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,93946.0,94890.5,100249.0,110997.0,81028.0,92022.5,98706.0,113083.0,121183.5,112866.0,111104.5,86854.0,111011.0,120035.5,126367.0,124193.0,104127.0,123353.0
Romania,Wheat,1273669.5,1191184.5,1208795.0,1182701.5,1211093.5,1148848.0,1155553.5,1063562.0,1136156.5,1068130.0,1092049.0,1124559.5,1195652.5,1194690.5,1262556.0,1192717.0,1204321.0,1176404.0,1142782.0,1089862.0,741374.0,1152456.0,1218777.5,1255867.5,899674.5,1203651.0,1010912.5,846591.0,975662.0,1285401.5,1084388.0,714257.0,1140685.0,1239057.0,1010047.5,953510.5,1066295.5,1082427.0,1089761.5,991249.5,1009386.5,1066138.0
Russian Federation,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,4663.0,6323.5,5197.5,3548.5,3946.5,5275.0,4064.5,5532.0,4833.0,5003.5,3889.5,2580.0,3292.0,3393.5,5005.0,16668.0,15000.5,15000.5,5001.5,6668.0,25000.5,510.0
Russian Federation,Watermelons,,,,,,,,,,,,,,,,,,,,,88517.5,77273.0,67909.5,75723.5,71449.0,85866.0,72816.0,93135.0,85698.5,85792.0,93527.5,99213.5,97280.0,98309.5,100673.5,93422.0,118556.5,119162.0,107778.5,129224.5,120636.0,120084.0
Russian Federation,Wheat,,,,,,,,,,,,,,,,,,,,,12139265.0,12341567.5,11087499.0,10805473.0,11280724.5,12018408.5,9935897.0,9885445.5,10681072.0,11426641.5,12249190.5,10011315.0,11469861.5,12350945.5,11534296.0,11760753.5,13047379.5,13328023.0,10829504.5,12429080.5,10647804.5,11696849.0
Rwanda,"Tobacco, unmanufactured",4186.5,4350.0,4496.0,5750.0,6083.5,6425.0,7050.0,7320.5,7320.5,7289.0,7566.5,7529.0,7701.0,8667.5,8500.0,8431.0,8106.5,8075.0,8050.0,8031.0,8031.5,8016.5,8086.0,8079.5,8069.0,8067.0,8056.5,8064.0,8084.0,8102.5,8174.0,8110.5,8185.5,8102.5,8254.5,8193.5,8238.5,8307.5,8400.0,8342.0,7805.5,7944.5
Rwanda,Wheat,5776.0,5256.0,5803.0,5579.0,5976.5,6436.5,6102.0,5741.5,5070.0,4532.0,5855.0,6181.0,6019.0,7497.0,7833.5,8265.0,9131.0,10278.0,10562.0,12166.5,11227.5,8000.0,7276.0,8094.0,8678.5,7916.0,6481.5,6073.0,8229.5,9221.0,9108.5,13826.5,14493.5,16620.0,15741.0,18238.0,8404.0,9523.0,9361.5,10932.0,10871.0,10289.5
Réunion,"Tobacco, unmanufactured",7090.5,7262.5,8757.0,8312.0,8807.0,7267.0,6878.5,8304.0,10176.5,13372.5,10509.5,8646.0,8069.5,6989.0,7267.5,7808.0,7742.5,5400.0,8340.0,7045.0,4412.5,7260.0,4155.0,5010.0,5319.0,5258.5,5212.5,5173.5,5139.0,5107.0,5076.5,5089.5,5039.5,4995.0,4949.5,4904.0,4858.5,4813.0,4767.5,4722.0,4348.5,4528.0
Réunion,Watermelons,,,,,,,,,,,,,,,,,,8440.0,11315.0,11339.0,11362.5,13395.0,11741.5,10836.5,9807.0,8833.5,7931.0,7101.5,6343.5,5654.0,6196.5,5977.5,5703.0,5421.5,5199.0,5016.5,4863.5,4735.0,4624.5,4526.5,3611.0,4292.0
Saint Kitts and Nevis,Watermelons,,,,,,,,,,,,,,,,,,,,,,68002.5,65002.5,67502.0,62503.0,58336.5,62503.0,55560.0,62503.0,59379.0,59530.0,58338.0,55560.0,55718.0,56200.0,62504.0,62747.5,61769.5,61764.0,61929.5,64172.5,65674.0
Saint Lucia,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92146.5,98002.5,92733.0,97089.5,91879.0,96505.0,96170.0,96522.5,98129.0,97199.0
Saint Vincent and the Grenadines,"Tobacco, unmanufactured",,,,,5000.5,5391.0,5446.0,5249.5,5415.0,6227.5,6290.0,7525.0,9044.5,7182.5,7356.0,8658.5,7145.0,6848.5,5732.0,6025.0,5863.5,5936.5,5948.0,6025.0,6106.5,6106.5,6106.5,5863.5,5801.5,5749.5,5869.5,6037.5,5977.5,5925.0,6156.0,5837.0,5665.0,5925.0,6453.0,6898.0,8209.5,7823.0
Samoa,"Tobacco, unmanufactured",17015.0,17440.5,17586.0,18145.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,18770.0,16133.5,16041.0,16317.5,16895.0,16756.5,16926.0,17095.5,17264.0,17431.0,17597.0,17520.0,17912.0,18055.5,18199.5,18376.5,18558.0,18651.0,17800.5,19810.0,20887.0,23022.5,23022.5,22849.0,22849.0
Saudi Arabia,Watermelons,205186.5,138186.0,64822.0,110906.0,105921.0,105329.5,71995.0,95509.0,108948.0,80663.0,95103.5,116268.5,110626.5,110778.0,109904.0,133792.5,123787.5,97485.0,100288.5,101860.0,106358.0,103137.5,100438.0,101779.0,102265.5,98158.0,100042.0,100300.5,102607.0,89166.5,93578.0,94524.5,104958.5,109481.0,113041.5,110790.0,112082.0,109110.5,105417.5,111100.5,112156.0,116989.5
Saudi Arabia,Wheat,24390.5,25805.5,50840.0,41681.5,43147.0,44501.5,39964.5,46428.0,44154.5,49487.5,89323.0,139214.5,219383.0,311882.5,303423.5,322862.0,385676.0,412321.0,408533.5,470607.5,484508.0,404518.0,313506.0,206614.5,158831.5,223934.0,215169.5,261820.0,230930.0,236624.5,273691.0,282798.0,288063.5,271525.5,262221.5,253422.0,193519.0,127358.5,140489.5,127123.5,101711.5,83473.0
Senegal,"Tobacco, unmanufactured",5693.0,5848.0,7654.5,505.0,4010.0,4760.0,1005.0,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Senegal,Watermelons,,,,,,,,,,,,,,,,71250.0,76500.0,80321.5,83250.0,85583.5,87500.0,89113.5,100853.5,89403.5,105488.5,99405.5,76173.0,80110.5,77913.5,79037.5,77139.5,88572.0,70501.5,65592.5,77551.0,64370.5,83539.0,63116.0,63130.0,60299.5,63208.5,61952.5
Serbia,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11333.0,10944.5,11168.0,11119.0,11871.0,11243.0,9300.0,10544.5
Serbia,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85438.5,73036.5,88103.0,82738.5,76854.5,87858.0,139223.5,190563.0
Serbia,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,287276.5,296292.0,265195.0,302038.5,258938.5,267560.0,321522.5,337116.0
Serbia and Montenegro,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,10719.0,11590.5,11840.5,11642.0,10579.5,11430.5,11193.0,12648.0,10681.0,12937.5,13789.5,11169.5,12202.5,11633.0,,,,,,,,
Serbia and Montenegro,Watermelons,,,,,,,,,,,,,,,,,,,,,65556.0,55619.0,65120.0,79382.0,79920.0,84441.0,82277.5,78357.0,72604.0,79619.0,96990.0,93123.0,90260.5,94171.0,,,,,,,,
Serbia and Montenegro,Wheat,,,,,,,,,,,,,,,,,,,,,354017.0,464221.0,471892.0,448585.5,304473.0,419204.5,416684.5,325985.0,341304.0,364831.5,363772.0,317926.5,340220.0,299868.0,,,,,,,,
Sierra Leone,"Tobacco, unmanufactured",,,,5381.5,6817.5,7375.0,6764.5,5548.0,5250.0,5250.0,5250.0,5250.0,5250.0,5250.0,5729.5,5716.5,5716.5,5716.5,5716.5,5716.5,5780.0,6162.0,6133.5,5275.0,4550.5,3483.5,3533.0,3363.5,2520.0,2711.5,2653.0,2525.0,2482.0,2530.0,2532.0,2533.0,2534.0,2535.0,2504.0,2540.0,2720.5,2623.0
Singapore,"Tobacco, unmanufactured",6644.0,6881.0,6878.0,6847.0,6867.5,8892.5,8458.0,6610.5,15067.0,19576.0,14681.5,5681.5,8336.5,8893.5,8336.5,8575.0,8336.5,8336.5,10836.5,8575.0,8463.5,8336.5,8335.0,8335.0,10000.5,0.0,0.0,9049.5,9107.0,9165.0,9222.5,9280.5,9340.5,9402.5,0.0,9526.5,9589.0,9651.0,9713.0,9775.0,9837.0,9899.5
Slovakia,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,,11587.0,11837.5,9550.0,8207.0,7982.5,8232.5,8136.0,8812.0,8602.5,9732.0,9484.5,7408.5,6029.0,4090.5,3620.5,505.0,536.0,1668.0,4383.0,4420.5,1545.0
Slovakia,Watermelons,,,,,,,,,,,,,,,,,,,,,,105400.0,93007.5,100750.0,98074.5,98285.0,107898.0,108548.5,76385.5,59524.5,69930.0,111162.5,83914.5,81359.0,75164.5,72675.0,57118.5,64576.5,36271.5,48446.5,61156.0,95482.5
Slovakia,Wheat,,,,,,,,,,,,,,,,,,,,,,217878.0,245274.5,240529.5,228034.5,229097.5,235276.0,167982.5,218100.5,244488.5,222065.5,168614.5,207877.5,208036.5,193783.0,199473.5,211177.5,209876.0,188380.5,203899.0,210501.5,206745.0
Slovenia,Wheat,,,,,,,,,,,,,,,,,,,,,39175.0,37801.5,39588.0,39539.5,37079.5,37494.0,41652.0,34351.0,40374.0,42685.5,42336.0,35064.0,38862.0,38532.0,36995.0,36828.0,40339.0,37088.5,39995.0,40717.5,44481.0,37643.0
Solomon Islands,"Tobacco, unmanufactured",5035.0,5035.0,5037.0,5038.0,5039.0,5040.0,5041.0,5042.0,5043.0,5044.0,5045.0,5045.0,5045.0,5046.0,5045.0,5045.0,5046.0,5046.0,4138.5,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4300.0,4310.0,4310.0,4310.0,4643.5,4537.0,4406.0,4419.0,4426.5
Solomon Islands,Watermelons,97378.0,100009.5,97510.0,100010.0,102510.0,100010.5,97738.5,100011.0,97837.5,100011.5,97928.5,100012.0,100012.5,98090.0,96167.0,94458.0,96310.0,94657.0,90015.0,87157.5,85732.0,87160.5,81270.0,85020.0,88589.0,81270.0,77800.5,88911.5,92874.5,88911.5,94467.0,94467.0,90025.0,86391.0,91696.5,91696.5,92340.0,86422.0,82094.0,78764.0,58857.5,73470.5
Somalia,"Tobacco, unmanufactured",2112.5,2112.5,2112.5,2112.5,2125.0,2125.0,2125.0,2137.5,2137.5,2140.0,2160.0,2179.5,2150.0,2150.0,2150.0,2150.0,2150.0,2150.0,2177.5,1447.0,1050.0,2100.0,2125.0,1927.0,1905.0,1898.5,1854.0,1977.0,2125.0,2053.5,2104.5,1987.0,2027.0,2038.0,2037.5,2099.0,2126.5,2152.5,2178.5,2197.0,2274.5,2274.5
Somalia,Watermelons,,,,,,,,,,,,50400.0,56005.5,56005.5,60500.0,59641.0,56005.5,59641.0,63100.0,55095.5,50500.0,57050.0,58193.0,56520.0,55196.0,53292.5,51567.5,50576.0,49184.5,49645.5,49662.5,49395.5,48553.0,48681.5,48971.0,49248.5,48982.5,48427.0,48985.0,48948.5,48912.0,48875.0
Somalia,Wheat,800.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3500.0,3600.0,3600.0,3605.5,3605.5,3701.5,3701.5,3742.0,3100.0,2733.5,3013.0,3100.0,3200.5,3094.5,3095.5,3097.5,3075.0,3121.5,3146.0,3127.0,3149.5,3163.0,3213.5,3485.5,3146.0,3174.0,3216.5,3156.0,3224.0,3239.5,3250.0,3250.0
South Africa,"Tobacco, unmanufactured",23998.5,22842.0,23054.0,23025.5,22458.5,27405.5,28116.5,25855.5,23435.5,19973.5,20713.5,22571.0,21545.0,22499.0,20693.5,18231.0,18400.0,19880.0,17980.0,17884.0,19287.5,18331.5,14076.5,14346.5,14669.5,16472.5,18134.0,17777.5,17319.0,18830.0,18581.5,20550.0,16706.5,17399.0,15375.0,15310.0,15123.5,15207.5,17544.5,16589.0,19119.5,17215.5
South Africa,Watermelons,52836.5,50803.5,57515.0,52811.5,42165.5,50965.0,63731.0,58416.0,62719.5,53997.5,44861.0,60572.0,50306.5,66489.0,55461.5,53607.5,66892.0,65764.0,64384.0,65703.5,66184.5,67133.0,68045.0,68060.0,68405.0,67238.0,70177.0,74799.0,72556.0,70992.5,72506.0,70244.5,75213.0,84246.5,77170.0,77136.0,76924.5,76823.0,80744.5,79565.5,79220.0,79607.5
South Africa,Wheat,1012828.0,1017120.0,936779.0,924372.0,985237.5,919139.5,951964.5,956983.5,818023.5,912501.0,1012570.5,914404.0,977040.0,995769.0,978994.5,883516.5,1013509.5,926953.0,786967.0,725458.0,383826.5,546727.0,532780.5,688753.5,657380.5,699787.5,386647.5,371068.5,479998.5,499854.0,483453.0,384340.0,425162.5,414332.5,396258.0,331071.0,388238.0,336487.5,291861.5,318928.5,274238.0,271246.5
Spain,"Tobacco, unmanufactured",16465.5,16032.0,15357.0,16181.0,17081.5,14697.0,17322.0,18691.0,19186.0,20864.5,20568.5,20818.5,20831.0,20862.0,19615.0,17929.5,18574.0,23570.0,20781.5,22219.5,21385.0,21184.5,21241.5,21032.5,21332.0,22184.5,22221.0,21331.0,22278.5,22150.5,22050.0,21492.0,22010.5,22020.0,21145.0,19637.5,20790.0,22273.0,21132.0,21644.0,21485.5,21011.0
Spain,Watermelons,75826.5,92002.0,94323.5,104224.5,102232.5,99687.5,95625.0,108060.0,105168.5,106496.0,108984.5,113189.5,110115.0,115665.5,117473.5,128554.0,127804.5,125546.5,147819.0,138192.0,136764.0,141772.5,142293.5,178331.0,172090.0,176653.0,202083.5,198440.0,205167.0,197014.5,206392.5,236773.5,245750.0,229744.0,234036.5,242980.0,238526.0,244628.0,219113.5,224350.5,239469.0,251827.0
Spain,Wheat,1800109.0,1582642.0,1589365.0,1338684.5,1394051.5,1364984.5,1384705.5,1283501.5,1360539.5,1324167.0,1339284.0,1309996.0,1165974.5,1034682.0,1067388.0,1123537.0,1183326.0,1170448.5,1015194.5,1123996.0,1131263.0,1027485.5,995746.5,1070580.5,1021208.0,1050524.0,970492.0,1221693.5,1192012.0,1100004.0,1217495.0,1090368.0,1103828.0,1145908.0,974494.0,919502.5,1049741.5,899927.5,989285.5,1014564.0,1105944.5,1080723.5
Sri Lanka,"Tobacco, unmanufactured",9961.5,10038.5,10038.5,7791.5,8275.0,8171.0,8909.0,10731.0,13773.0,12532.0,13142.0,12064.5,12524.5,12441.5,12284.0,10952.5,11351.0,10564.0,10253.0,9701.5,9709.0,10916.5,11189.0,10924.5,10638.0,10294.5,10104.5,8668.5,8267.0,8041.0,7638.5,7680.5,8047.5,8444.5,8645.5,9082.5,9878.5,9725.0,9483.0,9452.5,10050.0,13687.5
Sudan,Watermelons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103893.5,104328.0
Sudan,Wheat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102308.5,77597.0
Sudan (former),Watermelons,137114.5,138900.0,135933.0,137068.0,139532.0,143166.5,146500.0,149833.5,168184.5,168242.0,168414.5,168466.5,161750.0,170769.0,172952.5,166210.5,166373.5,152000.0,114500.0,152050.0,152677.5,139500.0,150830.5,152100.0,152250.0,149158.5,147191.5,145307.0,144500.0,142746.0,143726.5,148476.0,152906.5,153777.0,151397.5,150450.5,150417.0,160185.5,103638.0,103722.0,,
Sudan (former),Wheat,65616.0,59350.5,94676.0,129551.0,150278.5,138389.5,130018.5,123984.5,101414.0,97725.0,74240.5,56569.5,75941.5,32328.0,82180.5,65856.5,78326.0,89985.0,136893.0,238873.5,200555.5,171146.0,185387.5,147076.5,157739.0,174388.5,138970.5,77056.5,57623.0,72672.5,68442.5,94322.5,102083.5,96807.5,106451.5,156212.5,160569.0,208021.0,121317.5,99341.0,,
Suriname,Watermelons,,,,,,,,,,,,,,68908.0,41192.0,62735.5,65162.0,55955.0,65678.5,79334.0,82276.0,67380.0,44112.0,84975.0,85068.5,85029.5,60572.5,87454.5,81213.0,81835.5,92158.0,93226.5,88930.5,75363.0,88368.5,95520.5,94494.0,98915.0,116878.5,98350.0,96777.5,96173.0
Sweden,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,
Sweden,Wheat,155098.0,167790.5,195551.5,174699.0,219864.5,207358.0,166133.0,142192.0,164658.0,135609.0,167951.0,193451.0,185764.0,162651.5,183280.5,186521.5,151021.0,172300.0,206132.0,155670.5,158674.5,177496.5,152601.5,160420.5,197798.5,201961.0,227267.0,167818.0,230315.5,229288.5,200543.0,233098.5,231603.0,209044.5,207388.5,211535.5,210793.5,217788.0,225533.0,236343.0,214689.5,190561.0
Switzerland,"Tobacco, unmanufactured",13765.5,12421.0,12377.5,11278.0,13815.0,8248.5,10450.5,12536.0,8583.5,11852.0,10939.0,12359.5,12510.0,10707.5,12331.0,9545.0,11432.0,12059.0,8588.5,11148.5,9216.5,10831.5,9869.0,11400.0,11819.0,7850.0,10493.0,8272.0,9019.0,10215.0,11105.5,11540.5,9817.5,11536.0,9764.5,8198.0,11410.5,8848.0,10680.0,11569.5,10960.0,10843.0
Switzerland,Wheat,69760.5,64511.0,67545.5,64690.5,67453.5,62746.0,67376.0,67590.0,67014.0,66955.0,68743.5,70002.0,78961.5,76793.0,73715.0,71848.5,76990.5,82232.5,78085.0,78805.5,76112.0,78006.0,79107.5,81186.0,83437.5,78782.5,79703.0,73359.0,77547.0,73425.0,74007.5,68489.5,74673.5,75006.0,75839.5,75375.5,75753.0,75771.0,74320.0,75410.0,73511.5,71467.0
Syrian Arab Republic,"Tobacco, unmanufactured",11467.0,11584.5,11037.5,12088.0,12224.5,11429.5,12110.5,10989.0,11841.5,11292.5,11830.5,12170.5,11689.5,11810.0,12928.0,13113.0,12547.0,11677.5,11517.0,12825.0,15523.5,12256.0,11958.5,15359.5,13470.5,13018.5,14819.5,15722.5,16263.5,16978.0,16665.0,16205.5,16106.5,17007.0,15780.0,15571.5,14356.0,14180.0,14254.0,13181.0,12618.5,12672.5
Syrian Arab Republic,Watermelons,68907.5,32446.5,71895.0,74302.5,74792.5,84698.5,78776.0,65951.5,95324.0,98519.5,93525.0,83219.5,54461.5,83492.0,79570.5,71951.5,69476.0,36241.5,57750.5,50246.0,68158.0,68925.5,66665.5,62165.0,51830.5,70697.0,95854.0,117460.5,80882.0,93183.0,115059.0,148327.5,138850.0,142823.5,112136.0,107236.5,88396.0,125962.5,112170.0,123523.5,115649.5,106223.0
