,,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value,Value
Year,,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
Chad,"Tobacco, unmanufactured",7943.0,7419.5,7802.0,7873.0,7757.5,7757.5,7845.5,7927.0,7927.0,7570.0,7570.0,7213.0,7213.0,7213.0,7213.0,7213.0,7213.0,7213.0,7561.0,6774.5,6753.5,6732.0,6711.0,6690.5,6763.0,6880.0,7190.0,7314.0,6417.5,6279.5,6279.5,6279.5,6279.5,6343.5,6336.5,6408.5,6299.0,6242.0,6320.5,6300.5,6280.0,6259.5
Chad,Wheat,11033.0,13166.5,19000.0,18557.0,11099.0,8166.5,9833.5,11500.0,11500.0,10833.5,9666.5,10045.5,4041.0,8180.0,4147.0,5535.5,6476.0,7650.0,8200.0,8148.5,11166.5,11151.0,11806.0,6319.5,11837.0,15600.0,11287.0,8420.0,8105.5,8404.0,11000.0,8225.0,0.0,8701.0,5932.5,11575.5,11250.0,11250.0,12843.0,4211.5,14250.0,13543.0
Chile,"Tobacco, unmanufactured",10604.5,9237.0,11947.5,11653.5,12168.5,13018.5,13147.0,14083.5,34322.0,14243.5,15447.5,16410.5,17502.0,15365.0,16237.0,16314.5,17981.5,16968.5,18325.0,18712.5,18362.5,18846.0,18016.0,17701.5,18670.0,17631.5,15989.5,16868.5,16749.5,15965.5,16500.5,15633.5,17177.0,17483.5,16455.5,16606.0,16462.5,17854.0,17096.5,17414.0,17414.0,18266.0
Chile,Watermelons,126166.0,124067.5,126166.0,122753.0,123750.0,121166.5,120000.0,106100.0,106250.0,106000.0,105750.0,95000.0,86650.0,85692.0,86333.5,85312.0,85115.0,94372.0,94656.0,94471.0,94730.0,94762.0,95198.0,98406.5,95750.0,94506.5,83335.5,84724.0,83633.0,85733.5,85000.0,83361.0,83052.5,83250.0,83178.5,82320.0,82000.0,81188.5,81595.0,88352.5,103410.5,98765.0
Chile,Wheat,364305.0,273889.0,293727.5,350404.0,354995.5,323713.0,297495.5,289112.5,281720.5,224016.5,195542.0,187747.0,246144.0,264599.5,298867.5,352130.5,303352.5,286483.5,306150.5,250268.5,247243.5,214305.0,198368.5,212660.0,201014.5,228790.0,213734.0,186962.5,214850.0,228499.5,234411.0,229465.0,233055.0,231895.0,179660.5,138419.0,158147.0,160726.5,160981.0,164737.5,147349.5,155885.0
China,"Tobacco, unmanufactured",224899.0,236624.0,249918.5,295323.0,345985.0,362120.5,403761.5,324357.5,269053.0,392665.0,576391.0,397072.0,463056.0,670292.5,574262.0,577184.5,790320.5,910758.5,808366.5,914528.0,1058355.0,1056532.5,755838.5,745381.0,937282.5,1187570.0,691381.0,697927.5,729661.5,680624.5,674552.5,642279.5,643408.5,691999.0,679694.0,592544.0,674054.5,706873.5,684020.0,741853.0,809290.5,822136.0
China,Watermelons,220962.5,236985.0,233341.0,239422.5,240354.5,246443.0,261771.5,258856.0,254540.5,274033.5,286217.0,301033.5,328031.0,447521.5,463188.5,504662.0,513381.0,448903.0,382445.0,399517.0,461023.5,542685.0,534922.5,548159.0,611542.5,699643.0,801083.0,881851.0,975791.0,1075916.5,1114791.0,1083512.0,1010009.0,1034647.5,1073553.5,1052153.5,1053387.0,1071232.0,1099560.5,1097925.0,1102343.0,1118382.5
China,Wheat,13145183.5,13212861.5,13524710.0,13825336.5,14199128.0,14026108.0,14601304.0,14671186.0,14605025.5,14150055.0,13976266.5,14539563.5,14803586.0,14624210.0,14823768.5,14414526.5,14407669.5,14936308.5,15393113.0,15490033.0,15265261.0,15135799.0,14508114.5,14448365.0,14824199.0,15049019.5,14906009.5,14447242.5,13345354.0,12351064.5,11972919.0,11018196.5,10834296.5,11417607.5,11829501.0,11883573.0,11832443.0,12169235.5,12152692.0,12160309.5,12160089.5,12084944.0
"China, Taiwan Province of","Tobacco, unmanufactured",14360.0,15338.5,15141.5,14833.0,18014.0,17353.5,17213.0,16867.0,15924.5,17638.5,18368.0,17033.5,19133.0,18533.0,17967.5,17768.0,16271.5,15810.5,15989.5,17479.5,15126.0,15346.5,16949.0,15209.5,15773.5,14691.0,13845.5,13232.5,15951.0,12958.0,14670.0,13035.5,13598.0,12889.5,12941.5,12243.5,12620.5,14064.0,14064.0,12723.0,12030.0,12822.0
"China, Taiwan Province of",Watermelons,84689.0,102456.5,80410.5,87597.0,94311.5,95228.5,68334.5,90270.5,95644.0,89257.0,80969.0,68951.0,65254.5,82462.0,85162.0,89709.0,91226.0,87421.5,76566.5,91993.5,93548.0,95621.5,88066.0,92976.0,96801.0,89432.5,91119.0,108136.0,110912.0,106414.5,119786.0,114660.5,114474.0,92514.0,101881.0,88612.5,87825.0,98119.0,103150.0,111312.5,108314.0,104318.0
"China, Taiwan Province of",Wheat,11839.0,12123.0,12290.0,12629.5,12442.0,11811.5,10979.5,13390.0,13053.0,13807.0,11982.0,6960.0,12111.5,10616.5,16850.0,18897.0,17622.0,18118.5,14054.0,15641.0,16129.0,18155.5,16935.0,17498.0,16958.5,21260.0,12235.5,23167.5,17657.0,17240.0,18230.5,17637.5,16118.0,15837.5,20257.5,21178.0,22154.0,22509.5,14576.5,11747.5,17746.5,10982.0
"China, mainland","Tobacco, unmanufactured",220952.5,232698.0,245946.0,290995.5,340771.5,357050.0,399431.0,320031.0,264789.0,388387.5,571693.0,392480.5,458472.0,665734.0,569692.5,572612.5,786126.5,906871.0,804548.0,910732.5,1054808.0,1052760.0,752386.5,742870.5,935226.5,1185533.0,689244.0,695836.5,727573.5,678491.0,673112.5,641176.0,642305.5,691441.0,679254.0,592191.5,673702.0,706521.0,683667.5,741501.5,808938.5,821794.5
"China, mainland",Watermelons,214074.0,229500.0,228103.5,233000.0,233000.0,237903.0,253571.5,249044.0,244067.0,264486.5,276389.0,292500.0,318164.5,438039.5,451468.5,493352.0,501734.0,438571.5,373896.5,389238.0,451428.5,532701.0,525970.0,539461.5,602524.0,691750.5,792327.5,873003.5,967717.5,1068035.0,1105469.0,1076082.5,1003239.0,1029133.5,1067928.0,1046159.5,1047870.0,1065939.0,1094335.5,1092630.0,1097022.5,1113596.0
"China, mainland",Wheat,13144847.5,13212668.5,13524558.0,13824702.5,14198877.0,14025829.0,14600728.5,14670697.5,14604457.0,14149545.5,13975762.5,14538944.5,14803077.5,14623683.5,14823201.0,14413882.5,14407239.5,14935879.0,15392570.5,15489438.0,15264560.0,15135094.0,14507431.5,14447707.5,14824170.5,15049009.5,14905996.0,14447233.0,13345336.0,12351030.5,11972883.0,11018159.0,10834259.5,11417576.5,11829467.5,11883538.0,11832410.0,12169195.0,12151743.0,12159378.0,12159064.5,12083908.0
Colombia,"Tobacco, unmanufactured",20013.0,20676.5,20809.0,25495.5,28013.5,25182.0,22483.0,25113.0,22215.0,23422.0,23330.5,22698.5,18752.0,16538.0,16972.5,18817.5,19041.0,18475.0,18239.5,18902.5,16753.0,18535.5,16519.0,16363.0,17462.0,15370.5,17388.5,16350.5,16795.5,16465.5,16553.0,18746.0,18136.0,18727.5,14964.0,13779.0,14554.0,10077.5,10374.5,13838.0,15143.0,15395.5
Colombia,Watermelons,88320.5,88979.0,90108.5,59550.0,70200.0,70210.0,70225.0,70240.0,70265.0,69251.5,68457.0,68137.0,70275.0,75650.0,86839.0,74599.5,80470.5,81050.0,86572.5,57464.5,62353.5,61614.0,61924.5,61598.5,62250.0,59122.5,47646.5,50242.0,53868.5,61476.5,64403.0,63020.0,67466.0,61193.0,61070.0,62508.5,60372.5,77643.5,70857.0,75034.0,73020.5,82457.0
Colombia,Wheat,36050.0,34657.0,29069.0,21512.0,23305.5,21175.0,21197.0,22199.5,24876.0,27487.0,30453.5,31551.5,28361.5,30800.5,31942.0,29493.0,27309.5,31788.5,37591.5,33576.0,30249.0,35035.5,35869.0,28085.0,25717.5,22432.5,19777.5,20056.5,19590.5,18076.5,20431.0,21691.5,20952.5,21091.0,16266.5,19183.5,19871.5,15657.5,13128.0,11976.5,10556.0,10932.5
Congo,"Tobacco, unmanufactured",3508.0,3875.0,3525.0,4116.0,3450.0,3030.5,2373.0,2873.5,2296.5,2083.5,2173.5,1800.0,1808.5,1503.5,1600.0,1603.5,1603.5,2700.0,2283.5,2185.0,2318.0,2190.5,2146.5,2119.5,2040.0,1925.5,2075.0,2154.5,1966.5,2198.0,2200.5,2608.5,2463.5,2467.5,2546.0,2482.0,2537.0,2589.5,2685.5,2700.0,2750.0,2739.5
Cook Islands,Watermelons,9244.0,9273.0,9478.5,9497.5,9681.5,9693.0,9860.0,9865.0,10017.0,10017.5,10157.0,10153.5,10282.0,10020.0,10395.0,12160.5,13766.0,15015.0,14547.5,14410.0,16681.5,50010.0,50007.5,62505.0,73488.0,80002.5,100007.5,105569.0,113422.0,125004.0,130526.5,165002.5,125001.0,128403.0,125601.5,125001.5,120536.5,116744.0,113180.0,109569.5,100001.5,103123.0
Costa Rica,"Tobacco, unmanufactured",6059.5,6486.5,6461.5,7275.0,7676.0,7292.0,7015.5,6278.5,5871.0,5090.5,6559.0,9409.0,8972.0,6694.0,7506.0,9486.5,9165.5,8837.0,9621.5,8376.5,10107.0,10165.5,9144.0,8765.5,8735.0,7625.5,7700.0,9129.0,8050.0,3990.0,7333.0,7333.0,9109.5,9936.5,9555.5,8875.0,7925.0,7067.5,7925.0,8658.5,9260.0,9391.0
Costa Rica,Watermelons,,,,,,,,,,,,,,,,,,111561.0,114186.5,107843.0,110175.0,106213.0,103372.5,105366.5,111250.0,117759.0,126300.0,128647.5,128983.5,128993.5,139148.0,146928.5,155500.0,232504.0,232504.0,230510.0,232530.5,246414.0,228685.5,221563.5,232189.5,236998.5
Croatia,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,11142.5,10094.5,9796.5,9686.0,11154.0,11431.0,11871.0,10988.5,11393.0,12297.5,12678.0,11294.5,12238.0,11900.0,13453.0,13526.0,13857.5,14040.5,12366.5,11964.5,12870.5,12093.0
Croatia,Watermelons,,,,,,,,,,,,,,,,,,,,,59446.5,52626.0,70881.5,78057.0,72977.0,69819.0,117194.0,93896.5,129684.0,124296.0,127768.5,81833.0,129976.0,147807.0,132952.0,111674.5,129525.0,144792.0,127093.5,139391.0,159033.0,205087.5
Croatia,Wheat,,,,,,,,,,,,,,,,,,,,,103916.0,126856.0,118102.0,132824.5,118878.5,124188.5,141974.0,101128.0,114894.0,114160.5,112536.0,94691.0,105956.0,93698.5,110692.0,110726.5,105684.5,116136.0,104461.0,101017.0,120211.0,126676.0
Cuba,"Tobacco, unmanufactured",42331.0,39070.0,38154.5,37691.0,39022.5,35723.0,31527.0,28920.5,27469.5,37224.0,38119.5,35566.0,31558.5,35131.5,35075.0,31338.5,29093.0,27984.0,30077.0,27186.0,25094.0,22635.5,20536.0,22435.5,24556.5,26513.5,28351.0,26230.0,26218.0,24299.0,22052.5,16855.0,19556.0,16556.5,19010.0,17029.0,16188.0,17498.5,15188.0,14115.0,14109.5,15751.0
Cuba,Watermelons,,,,,,,,,,,,,,,,,,,24552.5,24552.5,24589.0,24448.0,23309.0,15394.0,39203.0,34297.0,35367.5,26775.0,37435.0,55269.0,48051.0,48705.0,51401.5,48840.5,49081.5,51191.0,39583.5,42521.0,41496.0,42080.0,56261.5,66285.0
Cyprus,"Tobacco, unmanufactured",3719.0,1036.0,,2391.5,3281.5,2712.0,3938.0,3826.0,4085.5,5452.0,6874.5,8631.0,10211.0,7961.0,9461.5,11840.0,10873.0,13142.5,17030.5,17730.0,22535.0,24094.5,20237.5,22707.5,21040.0,23035.0,24238.0,22537.0,24643.5,23220.5,23220.5,17550.0,22475.0,22475.0,22475.0,19270.0,20839.5,21349.5,21720.0,21607.0,21594.0,21581.0
Cyprus,Watermelons,93426.0,89926.5,74439.0,126927.0,126969.5,126882.0,152203.0,129688.0,137016.0,138411.5,140198.0,139348.0,161049.0,199654.5,187201.0,190585.5,190585.5,199108.0,197748.5,219543.0,207493.0,214635.5,273850.0,240375.0,246722.0,246778.5,260918.5,285566.5,214635.5,260918.5,270913.0,288209.0,270067.5,310234.0,294034.0,321609.5,282149.5,188661.0,198197.5,192531.5,193429.5,169581.5
Cyprus,Wheat,45197.0,42381.5,49028.5,19453.5,20386.5,17973.0,14355.5,11493.5,11672.5,10482.0,10230.0,9779.5,10485.0,11393.5,8934.5,14822.5,14821.0,10151.5,12746.0,8164.5,13000.0,14200.0,13771.0,16893.5,19417.5,13577.5,12814.0,13906.0,11205.0,12422.0,13882.0,13495.0,10389.5,11417.0,9670.0,12774.0,4972.0,15630.0,15974.0,16502.5,17680.5,14428.0
Czechia,Wheat,,,,,,,,,,,,,,,,,,,,,,411293.0,428305.0,438384.5,422640.5,434775.0,477222.0,456779.5,506260.0,485859.5,447190.5,344537.0,460790.0,435480.5,413192.5,429778.5,430025.5,441862.5,441750.5,460026.5,429268.5,443034.5
Czechoslovakia,"Tobacco, unmanufactured",7713.0,9313.5,9481.5,9527.5,9299.0,8696.0,7929.0,8467.5,8808.5,9328.5,10000.0,9458.0,8861.5,9774.5,8571.5,10071.0,9218.0,9461.5,9225.0,9674.0,21530.0,,,,,,,,,,,,,,,,,,,,,
Czechoslovakia,Wheat,613073.5,633920.0,653273.0,605879.5,656830.0,660754.5,657079.5,562889.5,616991.0,561673.5,555666.0,619232.0,626354.0,629437.5,624428.0,631314.5,646091.5,644977.5,645686.5,627925.5,578968.0,,,,,,,,,,,,,,,,,,,,,
Côte d'Ivoire,"Tobacco, unmanufactured",5492.5,5849.5,6153.0,5472.0,5702.5,5282.0,5285.5,5233.0,5269.0,5346.5,5474.5,5500.0,5750.0,6000.0,6000.0,6000.0,6000.0,6000.0,8250.0,9933.5,11666.5,12400.0,12151.0,12905.0,13166.0,12900.0,13375.0,13000.0,12550.0,12550.0,12550.0,12352.5,12550.0,12503.0,12848.5,12756.5,12184.5,11932.5,11820.0,11707.5,11593.5,11479.5
Democratic People's Republic of Korea,"Tobacco, unmanufactured",22560.5,22560.5,22560.5,22560.5,22712.0,22712.0,23176.5,23643.0,24250.0,24716.0,25316.0,26250.0,26500.0,27000.0,27250.0,27500.0,27750.0,28000.0,26927.5,29533.5,28305.0,28143.0,28897.0,28143.0,28541.0,28664.5,28709.5,28922.5,29159.0,29205.0,29655.5,29390.5,29525.5,30108.5,29781.0,29500.0,31643.0,32300.0,32200.0,33596.0,34047.0,34047.0
Democratic People's Republic of Korea,Watermelons,89085.5,89085.5,89085.5,92566.5,98122.0,101000.0,91250.0,84833.5,87537.5,89935.5,90321.5,87426.5,89500.0,91385.5,93361.0,93025.0,92500.0,94500.0,99140.5,102099.5,102984.5,107500.0,110393.0,86333.5,96650.0,97899.5,101638.5,98833.5,100763.0,98154.0,100932.0,96057.5,93659.0,101014.5,86333.5,78500.0,79989.0,86101.5,85837.5,88500.0,84568.0,84568.0
Democratic People's Republic of Korea,Wheat,65980.0,61761.0,57357.0,53079.0,51000.0,49264.5,49029.5,49264.5,48323.5,49206.0,49617.5,49794.0,50264.5,49970.5,52944.5,52389.0,52111.0,48062.5,51444.5,58022.0,52444.0,50964.5,50342.0,49516.0,44166.5,44166.5,46785.5,34104.0,33737.5,39449.0,43008.0,46166.5,47500.0,51032.5,52437.5,52187.5,48486.5,48662.0,47459.0,41579.5,32400.0,32500.0
Democratic Republic of the Congo,"Tobacco, unmanufactured",8286.0,8579.0,8822.0,9000.0,9244.0,9031.0,8712.0,9900.0,10102.5,10336.5,10542.5,10810.5,10983.5,10983.5,5738.0,5532.5,5292.5,5385.0,5389.0,5478.5,5637.0,5793.0,5906.5,5866.0,6083.5,6200.0,6605.5,6911.5,6624.0,6349.5,6271.5,6076.5,6705.5,6580.0,6715.0,6594.5,6460.5,6348.0,6232.0,6108.0,6077.0,6433.0
Democratic Republic of the Congo,Wheat,4076.5,3815.0,5848.0,5940.5,6033.5,5932.0,6033.5,5409.0,5589.0,5581.0,5663.0,5835.5,5832.5,5831.0,9367.0,8150.0,8176.5,8232.0,8274.5,8317.5,9913.0,10201.5,10406.5,10648.0,10425.0,10457.5,10498.5,10277.0,10076.5,9887.0,9714.5,9564.5,9746.0,9767.5,9786.5,9806.0,9825.5,9845.5,9866.0,9891.0,9908.0,9603.0
Denmark,Wheat,89360.0,83503.0,82036.5,76411.5,86676.5,84107.5,87298.0,82950.0,93056.5,102886.0,123802.0,152919.0,203615.0,198396.5,207324.5,227499.5,187819.5,258518.5,303564.5,294732.0,322007.0,345395.5,319258.0,341816.5,375432.0,380528.5,376238.0,354037.0,351141.5,353799.5,323485.0,367554.5,368903.0,374014.0,378132.0,377205.0,358419.0,409736.5,414932.0,405836.0,343893.5,320446.0
Dominican Republic,"Tobacco, unmanufactured",17751.0,22654.0,20784.0,19044.0,21577.0,20291.0,26745.5,24362.5,21295.5,22516.0,22559.0,20562.5,20420.5,19804.5,18248.0,17685.5,17541.5,19000.0,13594.5,15648.0,15566.0,14402.0,12202.0,15098.5,15951.5,16742.0,22442.5,13087.0,8928.0,8225.0,7869.0,9349.5,9740.5,10282.0,10485.5,11490.0,9804.5,11357.0,9495.5,10737.5,10373.5,10527.0
Ecuador,"Tobacco, unmanufactured",5048.5,5233.0,6674.5,5860.5,5723.0,5486.0,5895.0,7726.0,8292.0,12307.5,10313.5,8300.5,10729.0,8223.5,12127.0,11279.0,11691.5,11150.0,12794.0,13718.0,12182.0,9030.0,11683.5,12462.0,13693.0,19750.0,10687.0,11965.5,8172.5,10114.5,10686.0,11516.5,11793.5,11604.5,11654.5,11684.0,11806.0,11264.5,11096.5,11002.5,10716.0,10533.5
Ecuador,Watermelons,19734.5,45144.0,47813.0,59710.5,76277.5,62063.0,72753.0,58811.0,62449.5,63107.0,58226.5,61590.5,76729.5,86422.5,82426.5,79794.5,64457.5,89698.5,84925.5,85940.5,63147.5,67528.5,50019.0,37191.0,48610.0,37144.0,48137.0,95303.0,77857.0,80600.5,76885.5,72232.5,52304.5,75290.5,73178.5,80321.5,78109.0,77660.0,75792.5,75701.0,76153.5,76772.5
Ecuador,Wheat,32544.0,28110.5,33017.5,39719.0,42485.5,25315.5,18816.0,20328.0,20896.5,24164.0,22358.0,18102.0,17387.0,14154.0,24565.5,23680.5,24055.5,22562.5,22753.5,17823.0,23255.5,22375.5,19176.0,17690.5,19628.0,19138.0,18501.5,17077.5,13540.5,14223.0,10612.5,10914.5,10368.5,9447.0,8760.5,9738.5,9187.0,10873.5,8722.5,7834.5,8656.5,7605.5
Egypt,Watermelons,145201.0,153173.0,155350.0,153285.0,157838.5,147456.5,154286.5,142500.5,140136.0,145700.5,135249.5,138780.0,139581.5,147268.0,133461.0,142356.0,126539.5,123782.0,127016.5,125348.0,131944.0,127562.5,135375.0,142381.5,155001.5,169459.0,156583.0,157652.5,165428.5,156093.5,155447.5,156542.5,156819.0,167507.0,181090.5,181452.5,174115.5,172898.5,178464.5,173842.5,180164.0,193230.0
Egypt,Wheat,277166.0,280896.5,304843.0,310157.0,309723.5,271312.0,306527.0,309418.5,294085.0,310402.0,305939.5,295248.0,265851.0,267795.0,272514.0,312079.0,322430.0,346668.5,436634.0,489432.5,465696.0,482647.0,468488.0,554802.5,536788.0,550293.5,538589.0,531732.5,549203.5,523660.5,546968.5,559008.5,580154.0,659374.5,675526.5,602826.0,645841.0,699562.0,671684.0,675187.0,701028.5,742695.0
El Salvador,"Tobacco, unmanufactured",8732.0,9027.5,9075.0,9102.5,8664.5,8491.0,8350.0,9717.0,9726.5,10389.5,10129.0,11539.0,9901.5,9472.0,10002.5,9743.0,8294.0,6522.0,6864.5,6708.5,6742.5,6776.0,6755.5,7801.0,9532.0,9532.0,9238.5,9466.5,9341.5,9466.5,9567.0,9678.0,9782.0,9879.0,10033.0,10129.5,10223.0,10313.5,10402.0,10488.5,10594.5,10665.5
El Salvador,Watermelons,139484.5,142710.5,145936.5,150987.0,151980.0,99516.5,122411.5,109391.0,106376.5,106088.0,106088.0,160426.0,159278.5,108853.0,104649.0,100031.5,98875.0,91906.5,91633.5,91757.0,86504.0,86795.0,87916.0,88250.0,88731.0,123432.0,119447.5,117728.0,107015.5,124675.0,108893.0,109684.5,109687.5,141995.5,142328.0,142141.5,142330.0,169547.0,169547.0,147527.0,124184.0,103985.0
Eritrea,Wheat,,,,,,,,,,,,,,,,,,,,,,14269.0,12799.5,11934.0,12551.5,15747.5,21493.0,21719.5,14562.5,21479.0,13649.0,12957.5,16676.5,15103.5,15096.0,20441.5,9803.5,17561.5,19893.0,18577.0,19346.0,18500.0
Estonia,Wheat,,,,,,,,,,,,,,,,,,,,,32020.5,35647.0,25450.5,29287.5,33986.5,36368.5,42233.0,39738.5,45127.0,40970.0,43742.0,44365.0,51738.0,58145.5,57507.5,67123.0,69715.5,71882.5,73414.5,78241.0,81647.0,78477.0
Eswatini,"Tobacco, unmanufactured",4741.5,3951.5,5014.5,4068.5,4079.5,4054.0,5918.0,3065.5,5855.0,2136.5,2591.0,2079.0,1940.0,1670.5,2778.0,2778.0,3052.5,3177.0,1551.0,2050.0,2244.0,2311.5,2260.0,2571.0,3578.5,4714.5,5633.0,2823.0,1927.0,1975.0,2176.0,2575.5,2451.0,2485.0,2519.0,2553.0,2586.5,2620.0,2653.5,2686.5,2720.0,2753.0
Eswatini,Wheat,15602.5,14935.5,14882.0,7492.5,10258.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,16450.0,20001.5,10100.0,8480.0,8147.0,7318.0,7650.0,7600.0,7909.5,8064.5,7600.0,7600.0,7809.0,7799.5,7821.5,7827.5,7828.5,7868.0,7496.5,7954.0,7640.0,7650.0,8588.5,10175.0,10180.0
Ethiopia,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,,6308.0,6295.5,6000.0,5995.0,5992.5,5909.0,5778.5,5860.5,5741.5,5583.5,5583.5,5583.5,5505.5,5444.0,5402.0,5353.0,5303.5,5254.0,5204.5,5155.5,5106.5
Ethiopia,Wheat,,,,,,,,,,,,,,,,,,,,,,296858.5,378779.5,419973.0,485782.0,429458.5,422754.0,521145.0,536820.5,608489.5,510312.5,590055.5,556799.0,706891.0,737372.0,745314.0,720482.0,850917.0,785812.5,728886.5,824374.5,815050.0
Ethiopia PDR,"Tobacco, unmanufactured",5195.0,5289.5,5289.5,5289.5,5361.0,5361.0,5268.0,5268.0,5361.0,5361.0,5407.0,5452.0,5541.5,5629.0,5800.0,5883.5,5965.5,6386.5,6371.5,6371.5,4972.0,,,,,,,,,,,,,,,,,,,,,
Ethiopia PDR,Wheat,560634.0,407000.0,412000.0,387117.5,273360.0,279718.0,250752.0,260455.5,273106.5,281652.5,347613.5,363424.0,318128.0,335226.5,394160.0,340242.5,334834.0,329991.0,309135.5,285432.5,302543.5,,,,,,,,,,,,,,,,,,,,,
Fiji,"Tobacco, unmanufactured",7940.5,8453.5,8810.5,8963.0,9172.0,9116.5,9162.0,10042.5,10633.5,9349.5,9335.0,9840.0,7954.0,10620.0,10245.5,13204.0,5731.5,9056.5,5564.5,7167.5,6686.0,7465.0,6380.0,5296.0,5450.0,5561.0,5299.0,5180.0,5366.5,5746.5,4542.5,5675.0,5201.0,6785.0,4175.0,2910.0,2820.0,3958.5,4066.5,4300.0,4166.5,4383.5
Fiji,Watermelons,,,,,,,,,,,,,,,,,,,,,,23400.0,38923.5,42927.0,40075.0,46219.0,53128.0,50100.0,48141.5,48482.5,47520.0,50127.0,56442.0,53012.5,51656.5,50362.0,40470.0,47310.0,47466.5,46442.5,45443.5,45302.5
Finland,Wheat,102231.0,106157.0,122253.5,123602.5,124736.0,75274.0,68206.5,60064.5,76498.5,64720.0,86684.5,97015.0,92529.0,93535.0,98856.0,79654.0,67669.0,92443.5,107373.5,77345.5,56026.0,67606.0,63426.5,69193.0,76663.5,80994.0,83064.5,69644.5,92753.5,89205.5,103542.5,113397.0,129969.0,126052.0,113937.5,120964.5,126354.0,128613.5,122749.5,145934.5,133164.0,132857.5
France,"Tobacco, unmanufactured",22477.5,22542.5,22294.5,22711.5,25146.5,21400.0,23418.5,22997.0,21677.5,21013.0,21661.0,19807.5,19610.5,19591.5,20112.0,20304.0,18768.0,18202.5,18203.0,18242.0,17809.5,18126.0,18941.0,17545.0,17884.0,16484.0,15007.5,16149.5,16644.5,16553.0,14680.0,14891.5,13220.5,13666.0,16522.5,15010.5,16145.0,16247.0,16553.0,14680.0,14891.5,13220.0
France,Watermelons,100405.0,101587.5,94118.0,100526.0,80699.5,85267.5,88112.5,85886.5,85107.5,73408.5,125050.0,105100.0,127600.0,103483.5,150100.0,225100.0,135150.0,131988.5,164212.0,183664.5,175223.5,148749.0,142345.0,136653.0,149427.5,147437.0,157564.5,168128.0,170248.5,166336.5,177788.0,171913.5,200328.0,211763.0,211565.5,115468.5,126843.0,128700.5,94347.0,101850.5,98629.0,87217.5
France,Wheat,1991849.0,2003033.5,2095922.0,1957317.0,2156361.0,2083651.5,2108461.5,2067410.0,2320905.0,2396055.0,2447680.0,2438637.0,2584798.5,2428699.5,2456693.5,2493842.0,2391254.5,2538240.0,2605893.5,2606805.5,2570652.0,2287602.5,2319718.5,2404261.5,2553531.0,2587298.0,2654343.5,2588235.5,2659805.5,2416765.5,2652005.5,2469598.5,2656396.5,2673943.0,2656574.5,2650572.0,2781730.5,2610936.0,2748612.5,2736945.5,2684669.0,2696217.0
French Guiana,Watermelons,,,,,,,,,,,,,,,,,,,,102156.0,101282.5,100409.0,99535.5,98662.0,97788.5,96915.0,96041.5,95168.0,94294.5,93421.5,92547.5,91674.0,90794.0,89906.0,89018.5,88131.0,87243.5,86941.5,85523.0,84610.0,84623.5,84615.0
French Polynesia,Watermelons,61988.0,56662.5,46550.0,44100.5,82300.0,80450.0,57200.0,63200.0,57050.0,72550.0,77700.0,68050.0,74782.5,77861.5,76549.0,65070.0,65435.0,66300.0,69050.0,65558.5,65152.5,51680.5,89363.5,60227.5,64317.0,63469.0,63684.0,63436.0,63452.5,63177.0,62560.0,59375.0,54800.0,67861.5,60047.5,60318.5,59834.0,59555.0,60229.5,60289.0,60245.5,60449.5
Georgia,"Tobacco, unmanufactured",,,,,,,,,,,,,,,,,,,,,7840.5,5531.5,5556.0,4796.5,7493.0,5100.0,7300.0,6833.0,6050.5,8285.5,10884.5,9372.0,9767.0,11190.0,7600.0,1054.5,1064.5,1064.5,1962.0,2647.0,2521.5,2390.5
Georgia,Watermelons,,,,,,,,,,,,,,,,,,,,,21333.5,64500.0,51950.5,31075.0,57650.0,48315.0,23354.0,70000.0,52903.0,59554.5,96364.0,75444.5,79313.0,67379.0,62517.5,78962.5,79347.0,92241.5,79954.0,64641.0,74650.0,128992.5
Georgia,Wheat,,,,,,,,,,,,,,,,,,,,,62787.0,47125.0,40372.0,35866.0,45269.5,93804.5,71951.0,65776.5,48076.5,70444.5,67276.0,67930.0,60234.0,57743.5,34184.5,30791.0,32267.0,30468.5,28844.5,33742.0,32244.5,31233.5
Germany,"Tobacco, unmanufactured",14384.0,15792.0,14595.5,13749.0,14386.0,13584.0,12439.0,13361.0,11582.0,12822.0,13019.5,12375.5,12890.0,13775.0,13552.0,12009.0,12931.0,12534.0,12239.5,11873.5,15074.0,13355.0,11553.5,11346.0,13880.5,13922.5,14694.5,14547.5,14291.0,14683.5,14316.0,14717.0,13578.5,14447.5,14361.0,13470.0,14837.5,14847.0,14261.0,14208.5,14256.0,14233.5
