Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Cote d'Ivoire,CIV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,100586.2462,98265.22164,97173.54669,104518.0488,83914.47573,88891.36986,90745.29473,105108.7132,90480.29013,97921.8089,119581.2712,101073.7095,115800.7458,108260.9143,107653.8002,98518.72668,99422.16825,103500.2592,96506.97592,104238.0264,129577.9577,104964.5821,120985.0814,112947.2645,112487.7527,124246.9157,121158.6529,123441.0372,132.9035327,119.4493213,116.7915637,106.309646,133.5596167,94.52213013,-3.71039917,32.56306519,12.34421265,-231.2946558,-565.0539795,-183.0156783,-460.2836342,-15.21821807,-698.0386407,,,,,,,
Cameroon,CMR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,49608.41698,48472.64298,47858.34669,51454.0492,41505.29958,43962.81709,44929.68739,51887.92918,44668.71559,48354.15022,58811.28161,50160.41985,57292.9349,56198.8483,56615.19695,51421.23736,52987.30966,54604.70292,48655.19039,53969.62198,66563.55636,54619.27742,62342.86074,58577.71338,51497.44894,57175.66708,56364.11787,57492.00385,127440.2702,104079.0601,127546.4524,82330.20122,97551.02947,136584.221,66054.59985,129508.1433,88212.66616,66678.71035,75325.20687,71222.58005,57978.58402,58420.04949,60974.09586,,,,,,,
"Congo, Dem. Rep.",COD,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1325002.239,796309.5742,843642.6724,894524.224,788962.2612,916289.3111,815062.9991,929829.5084,978853.6233,1273190.06,1072410.901,946271.4188,1062835.247,1070056.814,853258.0142,861357.5027,797433.032,1075471.386,782528.8349,865305.7479,1188098.019,1003213.006,1557937.288,928611.7261,1064573.559,1072641.672,923182.6784,879591.0313,884339.0163,720131.4041,737023.0342,561403.491,633983.7088,641770.3822,692290.3993,679550.8563,746535.7376,553036.4915,617773.8947,595700.3818,655673.0516,655364.1045,655562.2673,,,,,,,
"Congo, Rep.",COG,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,55956.35735,33596.77833,35662.24543,32393.78052,24896.76159,34073.0056,30142.22901,38954.77429,41785.67562,54240.13519,45507.1205,40053.63383,44749.67138,44998.81269,35870.37939,36206.3302,33487.19923,45135.39608,32852.21232,36330.78885,49851.66555,42091.27942,65350.66581,38971.72617,44699.96711,45033.60598,38799.45028,36951.09297,18700.31125,15124.97168,12945.47191,18059.75332,13402.17978,21973.65779,20277.38016,23723.9471,24577.33765,17188.65278,17621.88852,19675.71003,20480.21201,21008.68128,21304.00465,,,,,,,
Colombia,COL,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,43948.64371,29489.8636,36647.86011,29772.20018,30667.01483,41352.61122,47890.79744,36862.55705,44608.2443,47213.41686,50478.53638,45761.23188,48275.99169,49184.79837,38833.09836,41027.62592,43556.84091,51069.02625,44844.1162,42920.33296,51954.26645,49033.21068,51971.43334,56952.3962,40776.47834,44846.60117,48145.38115,47285.76033,23790.66776,19868.44468,27453.46743,18411.89907,14080.78734,28025.48272,37631.46816,11434.21718,10423.64455,31193.92411,19245.66924,14997.21852,11309.05973,6695.977344,10723.31266,,,,,,,
Comoros,COM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,12.76767005,12.8243341,10.57059493,13.87747356,14.21858871,12.36726397,10.53868898,10.45009043,9.320332861,11.12323831,13.70744501,9.148313405,13.80973904,13.54483871,12.31705945,8.795071982,7.118465413,0.55428074,18.48166982,19.57087478,26.28408072,21.64202554,17.35151725,19.91623311,16.73797612,15.084493,14.76183701,9.209451328,14.71826687,16.84865088,29.74857844,71.94959155,47.54569834,32.78983169,27.47909742,113.6879719,7.258011285,120.99667,175.843175,111.2173329,112.9385478,116.2515565,120.2874402,,,,,,,
Cabo Verde,CPV,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,88.52002931,88.61039956,91.97373337,98.952875,104.3706443,108.1328524,88.34391397,100.2239833,94.16540463,105.7882084,119.0563114,92.29808474,49.01865702,47.41248207,57.51952022,55.12881326,14.75229829,5.137511316,32.30103375,37.07516528,36.05725949,34.20584099,32.16892336,33.95681846,40.32935192,39.31298826,42.07105392,40.37864249,44.34463447,48.10763947,84.94754391,58.7930952,61.93874835,63.10570086,73.9391181,94.31314361,,,75.10489688,75.78120111,,,,,,,,,,
Costa Rica,CRI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,24.79914276,24.06743805,32.68162292,36.01125793,36.14528564,37.70200653,38.6888443,56.0673172,55.3651239,54.23599304,54.26725433,53.7303685,53.92592606,63.30694977,62.38768036,69.91330368,70.76502045,-77.54214905,74.68802811,90.803694,88.6027496,85.3871375,131.5086151,130.6277883,143.9786194,159.6633179,160.8950208,162.5180322,248.192688,372.0275928,213.965858,1181.644482,317.5087689,259.651142,243.4121271,-311.9996997,149.2074915,1.562163086,-317.7793848,117.0051161,689.3834608,745.0796382,848.8139287,,,,,,,
Caribbean small states,CSS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,15417.18216,10531.68804,12773.61458,11157.4029,12110.01703,13479.1499,15796.37912,12721.16031,15321.01847,16323.64976,17308.79486,21243.82504,21839.40796,22706.13094,19042.33818,18233.39487,17875.92166,19652.35052,17487.98795,17707.30717,19955.26803,18992.49613,19776.57199,21301.61951,16276.88173,17457.45284,17784.21483,17187.72129,2909.230397,-1427.860297,-4568.440496,-5895.764535,573.4671278,-2428.425532,318.094356,-371.1694053,2345.79387,-806.8475933,2781.565426,8072.907759,6896.68623,12851.44508,17456.0622,,,,,,,
Cuba,CUB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1210.427538,-965.6275459,564.3293613,2998.44435,2470.485845,3756.726931,3299.369428,866.0063691,-657.0615293,1499.924566,1201.130092,2380.701758,4341.762449,-624.6774453,-691.6006855,2363.357893,2685.893551,1134.965049,1554.111871,1825.819291,-1647.069038,1185.504017,3236.186188,4439.565664,4584.215434,4974.365193,3947.096718,2994.196572,1011.95543,-332.9798682,-376.1315381,-248.3815098,4715.582446,6086.183691,6675.557683,4071.838926,3683.90106,1491.846323,7644.059707,2537.612793,4836.823547,7503.196268,8037.336225,,,,,,,
Curacao,CUW,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,12.89122847,12.97657294,14.24948907,13.83432578,13.91876859,15.72504862,14.76632022,15.74767867,15.05628907,15.70466453,,84.80601059,89.34128096,122.4094462,113.5427675,,,,62.39841686,53.55939129,48.4503346,50.78025633,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cyprus,CYP,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,30.76138245,30.44058899,34.40274475,38.87617737,23.13216034,24.62536682,28.87707581,30.71664032,35.39863953,27.5871756,38.15948975,35.72214417,32.68786438,34.72611877,34.89863403,36.81873047,45.32914001,-515.3330701,43.91231995,47.54792969,-73.32710854,-72.90696118,-10.85124536,-15.31724121,179.9715149,207.3599603,221.7970319,218.5528253,90.71836548,62.22165161,127.2675391,90.34602773,113.5475604,194.6097805,105.0478375,149.0118848,-30.72630371,-61.81474121,-131.7590454,,,-959.5825993,-784.4106565,,,,,,,
Czech Republic,CZE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-4602.944258,-4606.842508,-4646.311793,-4395.48944,-4002.918452,-4213.774367,-4392.947996,-4685.842352,-1026.866566,-1511.670844,-1030.162012,-982.9164648,-605.4067773,-734.7110352,-932.1139258,-944.9828906,-1117.805762,-1576.71334,-1309.922441,-830.6835352,-873.0850867,-23.21616797,1306.436875,-674.5661133,-1109.270586,-1611.997168,-34.59757812,-2379.86582,1088.370234,3342.779883,9667.827344,6085.951937,7307.050546,9100.33899,3907.851017,2992.631016,1583.179258,2224.52856,2049.309609,3593.024526,6269.045137,6725.48459,3096.979707,,,,,,,
Germany,DEU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,10346.80469,13868.46875,6168.257812,18955.49219,19849.28125,18046.96875,20329.60938,21731.25,23471.16406,22863.85937,20275.21094,20480.10938,19448.71094,9314.484375,13942.17188,17417.57813,28733.45313,47178.85547,45346.39062,43684.36719,66321.03516,58970.82734,59144.39688,62223.16328,62743.46484,61257.08438,56971.82109,61054.98516,27236.17216,28004.35638,29731.29031,29853.02734,29809.00275,50573.19428,44981.19371,44657.7045,47185.57233,53940.61035,64896.832,80235.73173,48951.60689,49891.52116,65264.75674,,,,,,,
Djibouti,DJI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,727.1761074,730.5803096,727.7978051,765.6625322,839.2182146,819.1162093,500.7731919,508.6878027,537.7453315,708.797787,704.7518117,400.1017801,222.9594978,191.3772941,182.9961544,182.3729392,175.5551619,21.45443691,186.7990378,338.7153628,411.7101441,344.3475012,350.8612622,376.0728195,687.3776842,701.9756079,668.5927609,717.4416959,624.1435949,570.3993258,426.3941703,644.1089238,381.2535788,399.1374111,390.3284846,366.0416595,263.3771439,462.4878324,481.2708135,452.8346294,479.7529278,482.6949294,534.3083383,,,,,,,
Dominica,DMA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1.586470771,-1.29932837,-1.427315733,-1.47558398,-2.388222048,-5.539898222,-6.143051385,-5.514625845,-6.970716557,-6.681009266,-13.01880423,6.11481288,8.189401382,15.45371962,11.68998514,5.5555997,-1.727381096,-16.517592,-6.086373179,-8.028416735,-8.818251751,-9.815587654,-9.22917223,-13.72304507,-11.79926707,-7.525090568,-8.712049499,-21.01385822,-33.67449614,-31.93919264,-40.30324652,-33.94736047,-21.82879894,-20.36828762,-17.18930431,-14.33243375,-4.312604513,-5.70998308,3.244867343,-0.551147338,0.270511027,-0.50700487,3.398433781,,,,,,,
Denmark,DNK,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,0.487587891,453.2873973,608.119709,744.3072625,852.538041,974.1701453,1171.561888,1153.772139,1352.835464,1506.12135,1597.124863,1559.588584,1429.557471,1389.824072,1509.210879,1740.475234,1769.922373,3783.915264,2503.102354,3006.375605,3167.307775,3144.863437,3035.995029,3015.269971,2885.597832,2735.540381,2716.760186,2882.654912,104.4071777,117.0807007,-48.81088867,-0.845605469,124.9236816,158.4346264,134.1829061,163.2709192,311.4199219,435.4902451,876.6356764,1478.516958,2181.291284,2227.964163,-1101.353139,,,,,,,
Dominican Republic,DOM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,177.1245693,235.8012764,247.6988804,235.4982892,291.3779482,298.5732397,255.2419886,318.6872655,335.9517281,502.8958013,422.058356,335.6139153,597.123218,407.5729258,464.3967141,482.0652283,527.1868369,-422.3563545,602.1564707,513.1192534,872.6170947,912.0877625,826.449293,907.0796292,900.8440655,937.1843724,1013.087462,887.9914789,868.4705176,617.225748,1514.115811,1259.840138,315.8316326,-184.9793213,-1.093057617,953.8211816,-561.1547014,174.3554631,-396.1427812,1152.613407,2133.543697,1377.703567,1465.972579,,,,,,,
Algeria,DZA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1752.506738,1217.659887,-258.4950371,-1946.571807,-550.2199072,347.4806055,-834.8969629,-1207.008398,-999.1979492,433.1587402,640.0044922,2383.502832,3489.081543,4000.519922,3228.186523,1840.308789,2847.660156,3510.170703,3893.229004,3964.568359,3674.972945,3810.877293,2521.616574,2929.248242,3022.119941,3156.640039,3198.191211,3201.319434,4030.789688,3784.731633,2795.990664,2121.310039,80.84517969,-1030.962273,103.585375,-1324.730289,-1266.51257,1391.559297,-1012.011094,-4685.542188,-967.3613743,-2110.639108,-8205.257102,,,,,,,
East Asia & Pacific (excluding high income),EAP,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,820947.0654,553264.9774,1010236.184,1004269.118,593214.1161,596291.9856,705725.0734,1204098.439,1084608.558,1127122.982,1289364.033,1118122.606,2580377.944,2145641.249,1291545.177,1194605.492,1610769.148,2258625.382,1468955.333,1301033.849,1865338.974,2600138.309,2923420.49,2078499.942,2575771.1,2037616.631,1915225.277,4602771.19,1415573.997,722999.335,228550.9284,216161.8195,1149705.967,334992.6623,813290.3207,457385.4055,1348657.434,256637.8922,562667.2788,936999.9012,412440.2661,728485.7304,878286.2648,,,,,,,
Early-demographic dividend,EAR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,1057005.315,738864.8229,1210303.88,1133431.527,778999.3739,744421.6184,885772.6574,1292340.719,1185534.777,1272341.582,1399164.208,1194852.021,2687457.976,2152019.329,1308490.652,1208632.638,1614268.948,2312315.944,1430049.847,1267629.451,1944686.99,2653483.412,2905590.938,2189668.669,2565565.126,2029521.737,1806682.205,4599110.7,1814730.924,1371390.338,842808.8497,848830.7196,1790386.737,1080989.387,1481076.25,1402815.451,2108779.832,1357204.644,899094.5511,1005934.174,855226.0322,1706500.574,1715449.177,,,,,,,
East Asia & Pacific,EAS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,789227.7887,546328.3708,1021260.171,1009944.36,598788.2808,611197.7524,733738.6439,1240578.492,1119255.873,1174615.61,1350501.541,1155620.486,2630174.137,2193705.311,1326149.911,1243881.369,1655120.122,2272641.554,1510820.386,1343669.81,1945314.419,2693818.704,3031211.089,2192591.474,2700643.749,2170861.884,2050355.96,5130887.003,1929312.488,1480866.215,812311.3289,920840.9135,1760845.892,853926.299,1444066.005,865561.2638,1962924.948,774946.7453,962270.3233,1507850.109,688356.5315,1021978.962,1233141.481,,,,,,,
Europe & Central Asia (excluding high income),ECA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,387148.1834,380510.0951,423830.8411,360478.1075,332065.6843,298217.8227,309779.2588,301959.2171,161472.2,157079.6804,106158.0317,118697.2017,94692.38544,58154.42511,44655.51572,30156.7151,6961.614056,-74892.9775,-32262.68978,-35358.84739,502634.1524,366830.5714,321944.597,430567.7199,381127.5784,390260.5242,507524.5936,412776.7308,1267267.182,358561.7119,581172.3683,468043.5019,830864.7659,1236279.693,173000.9492,266410.3601,466192.7097,293670.1031,670525.4188,353388.9036,328001.6626,395733.2277,427862.63,,,,,,,
Europe & Central Asia,ECS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,562004.3941,579614.1162,640189.4435,603950.713,589759.1884,548245.686,568296.4245,570762.3444,435932.1522,437283.0064,375394.5966,423376.3301,381664.2843,334849.3865,328174.1757,309330.707,308401.2934,205382.2599,285116.2269,288778.4026,725239.3989,574633.9101,532186.0527,660083.7115,611897.4472,610532.4657,686509.3741,602407.6494,1355649.452,437240.3662,708459.3484,581792.1149,957996.0246,1392969.301,310339.5564,416297.7049,622679.1163,451351.8321,850162.7535,590096.6727,543729.6257,640824.6582,710048.0771,,,,,,,
Ecuador,ECU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,206.1020508,279.6191084,455.3688638,87.37395752,244.0180259,409.8869834,480.5169883,246.1049443,332.6789121,203.5821533,361.4090186,416.8248574,557.5148818,634.0857959,596.0818584,457.9958506,312.3059414,1231.73413,353.7259595,84.71323877,149.9928959,659.7870313,613.020002,685.0330879,1663.451989,2004.806016,1730.301961,1121.710285,2165.23452,1320.681932,3430.417305,3240.53165,2716.222877,2740.752361,3015.126701,530.0730977,-214.9481094,-574.7071777,-2466.07948,-5533.383237,-6623.682302,-7244.896195,-6627.099968,,,,,,,
"Egypt, Arab Rep.",EGY,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,3682.435498,3755.768701,3851.12168,3995.283984,3999.037695,4138.780811,4641.939648,5083.05498,5150.692676,5186.314355,5414.397363,5415.002051,5580.37666,5327.960547,5182.926074,5185.179102,4675.596289,-702.5169922,3828.368555,3506.514648,3003.218725,2911.879773,2586.292078,2251.819141,1199.370664,1413.22168,1233.550586,891.6294922,1604.168359,945.590625,8589.660622,-2052.771597,7374.316041,9490.226209,5463.22623,2446.055372,3498.401697,-440.036,-5637.483016,-10806.45427,-5475.367686,-8141.671118,-9129.160189,,,,,,,
Euro area,EMU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,141386.3303,169500.8863,169997.548,192664.7922,198880.2171,185528.6342,196458.4227,203754.3232,215574.4317,222554.0484,228954.7594,231047.5721,228564.6732,227478.4989,241118.4709,248061.4041,263269.2335,257537.2419,292194.6617,291360.4964,174367.526,166331.2031,171045.2157,173286.8788,172633.7399,165675.0864,158062.2737,165558.2515,100636.3643,84801.15326,115959.5968,103252.5104,112074.6599,138920.0279,107329.1732,116913.5606,124203.0666,124326.0521,132255.3906,182435.9705,150482.8582,174591.5569,206078.6704,,,,,,,
Eritrea,ERI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,141.3548801,141.5309598,116.0168591,123.7723809,129.6253807,119.4476003,123.9442201,119.5422714,130.9769802,133.7891094,138.5097604,164.195309,132.7236996,136.7295402,129.9991092,124.3514107,158.1766302,164.1319816,170.5367695,176.5571197,186.2975817,187.9711406,2.68971965,12.25435602,10.89190137,9.622762405,8.275581146,6.896198914,211.5444933,224.4280087,272.1152979,174.6532272,155.2518024,116.4608383,87.19845351,65.64810495,76.45286818,297.9342245,517.0065869,240.3583633,269.2893366,211.8925685,198.8101377,,,,,,,
Spain,ESP,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-13240.16914,859.05125,1022.369297,1844.519961,2073.269648,2454.279688,3041.4075,3155.129063,3806.612344,5150.769453,6611.741016,6595.361016,6369.662656,6605.040469,6937.322578,6970.438672,7004.980547,5340.362266,7247.849453,8040.641328,8514.085547,8775.223766,10115.66472,9639.156453,9915.346406,9964.561797,10013.84941,9152.007156,13401.80977,10469.14273,12734.42305,9689.615625,10494.78366,13389.67805,10706.06531,11866.60359,15783.26078,11886.04389,9099.895984,16183.55109,13249.50307,12601.88932,17453.12477,,,,,,,
Estonia,EST,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,21062.64676,21059.88673,21274.47209,21535.73651,21975.10308,21471.79812,21264.39763,20896.08925,20714.27691,20258.50795,20040.04402,19985.71582,20326.16701,20212.58934,20379.19899,20305.00977,20149.09486,20058.52237,19661.41606,19642.47579,13417.48432,13202.59599,12704.09908,12725.60005,12134.5063,11768.86043,11565.98741,11317.17058,-728.6426147,-571.2862598,-608.7629517,-847.2979663,4683.462169,-670.8400981,-608.791852,-807.0266553,374.0809984,-323.9869775,-395.8227612,228.8486272,973.4117896,971.8804785,-99.10267578,,,,,,,
Ethiopia,ETH,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-445.6717909,-426.8353889,-381.5660593,-366.0060583,-355.2063339,-332.0573001,-283.5652803,-223.8508237,-229.9452969,-255.1882581,-316.32626,-306.2796405,-317.6246657,-344.2795719,-263.9471331,-248.5178107,-291.6034326,-495.061311,-289.7783899,-276.1558142,-346.4187427,-371.9320645,382.8527661,368.1195631,391.3769841,406.7139128,443.9128444,473.4357199,113657.6191,137680.0952,107095.2859,67308.82342,99819.66897,87993.44317,90604.00811,111531.626,73509.37666,88796.35259,71581.41714,74153.95266,74239.10995,73934.05437,73227.33019,,,,,,,
European Union,EUU,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,161904.2297,185880.6289,202335.9722,226885.9845,240312.5552,232104.8921,241264.8607,249941.6868,257470.2485,262992.0168,251212.6718,285297.4738,266648.272,253722.7953,259418.2012,253672.5081,275130.1484,239428.7013,288599.1585,294524.8781,193049.8053,179962.3102,184464.3084,202762.5079,203392.9232,194442.0559,153207.974,164868.677,81652.24267,70572.12659,118855.2789,108041.4479,120063.8267,147869.2633,127980.5582,140301.7149,148065.8026,146680.1278,167984.2828,234746.2081,215465.7973,247130.6,272872.085,,,,,,,
Fragile and conflict affected situations,FCS,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,2118721.163,1356197.284,1511244.301,1771428.864,1324872.337,1461354.505,1347894.522,1699203.798,1837136.42,2079402.379,2016976.254,1761514.357,1952187.069,2445383.261,1730854.895,1624781.967,1659061.007,2186913.216,1665653.056,1552141.601,2249512.903,1953759.535,2868813.629,1980272.583,2030875.507,2143791.103,1771099.145,1793054.366,2525510.736,2126199.843,2098152.293,1793151.085,1989563.696,2134986.845,2128921.541,2167506.558,2065828.907,2073549.07,2045265.623,1852087.061,2048310.986,2281700.971,2268182.577,,,,,,,
Finland,FIN,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-1521.469717,-1291.338541,-1243.155917,-1482.211107,-1478.849803,-498.4316074,60.43479258,489.0802008,747.0944345,813.9399853,876.6778021,830.8580948,852.1470116,877.6244775,942.2223477,979.8745064,1059.216538,-3484.421638,1171.360358,1181.397835,1448.148109,1440.323359,1491.245627,1539.674399,28.62436203,-535.5392659,-176.8157011,-201.3147188,-219.7519824,-759.1586426,-1614.611328,-1851.021212,-368.1502867,1873.596652,-554.5869141,182.1982828,-17.16505508,135.9324008,1547.07808,2510.816815,3347.416882,3334.374545,-2170.199459,,,,,,,
Fiji,FJI,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,308.6665922,320.1597684,331.3741478,356.7245426,433.854028,374.3557541,334.4742782,283.8856211,17.61008575,128.4157981,622.3379378,368.4243448,475.3972545,446.0588402,211.2182414,403.5068833,442.4767705,411.6921786,541.1986263,665.9773238,758.5717276,653.4836594,534.6756329,551.2287141,451.1240426,459.0645786,452.4036537,593.7745023,712.013297,487.2965433,-4.032739784,10.28128354,92.57935834,104.0720244,-95.41215974,-122.1890085,-81.16664375,75.28832756,17.017631,268.4100682,-47.88888955,-96.56006423,-96.9768125,,,,,,,
France,FRA,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,7408.450781,9512.316406,10628.71719,10895.20313,10843.15234,10541.22656,11623.64844,12363.11719,13616.58203,14515.06359,14775.25,14858.44422,14687.14063,17923.72375,17971.49609,17229.57703,18142.01172,26940.8468,16955.03711,16812.0243,28366.84766,28558.94219,31169.92734,32633.94695,31094.03367,27095.93508,25676.65266,27254.05898,22478.04873,22447.48786,27924.43455,29078.10824,28229.71055,30330.2142,27862.39687,21811.33966,23106.07391,24134.29785,30439.9935,33720.92248,32240.5895,34414.07071,34637.33799,,,,,,,
Faroe Islands,FRO,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,4444.927689,2524.89876,2666.659072,2361.507522,1971.748599,2204.271607,1765.354104,2221.536195,2337.695243,3266.103992,2634.40933,2204.205157,2642.014184,2805.259061,1788.270048,1641.660996,1873.114084,3109.60408,1955.730935,1874.661036,2954.005819,3380.741529,5515.289817,3360.142769,3740.740673,3786.277196,3282.659123,3125.734558,26556.50807,25270.50581,22692.78712,2621.809856,2285.348086,3191.895931,4274.673894,3596.070865,4913.859968,4866.806982,50141.31396,5206.436256,24267.8571,24897.63806,24930.39715,,,,,,,
United Kingdom,GBR,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)",EN.ATM.GHGO.KT.CE,,,,,,,,,,,-5609.471875,-498.081875,9297.453438,11139.48016,11532.18969,10958.37969,12215.83141,13515.06828,8543.293438,14941.67875,14907.51719,16484.19938,15051.16281,13124.02859,14192.99594,14543.69375,15919.67672,12925.89602,19644.90047,22310.20766,27168.06758,26454.46992,23016.82734,20097.51875,21791.40742,30078.49141,26746.28633,24091.87617,16063.27203,14628.39503,9474.117375,13750.8393,14266.23633,14807.77637,11076.33515,13003.56739,13932.86702,13608.34735,17409.8422,23429.79822,32405.33895,32010.09512,39448.22194,,,,,,,
